CRI_CID_CUST_ID,CRI_RID_REM_INSTR,CRI_IND_LOAN,CRI_IND_SBLC,CRI_IND_INCOMING,CRI_IND_OUTGOING,CRI_IND_PRINCIPAL,CRI_IND_INTEREST,CRI_IND_FEES,CRI_DSC_REM_INSTR,CRI_CDE_REM_METHOD,CRI_IND_DEFAULT,CRI_TSP_REC_CREATE,CRI_TSP_REC_UPDATE,CRI_UID_REC_CREATE,CRI_UID_REC_UPDATE,CRI_CDE_CURRENCY,CRI_IND_APPROVED,CRI_IND_AUTO_DOIT,CRI_IND_SIMPLIFIED,CRI_XID_DDA_ACCT,CRI_CDE_CHIPS_NUM,CRI_CDE_ABA_NUM,CRI_XID_CHIPS_UID,CRI_XID_BENF_ACCT,CRI_CDE_BENF_TYPE,CRI_CDE_DIVISION,CRI_UID_APPRV_USER,CRI_XID_BOOK_AC_NO,CRI_XID_SWIFT_BIC,CRI_CDE_NOSTRO_NTF,CRI_TXT_TLX_DL_DGS,CRI_TXT_TLX_ANS_BK,CRI_NME_DDA_ACCT,CRI_TXT_IMT_FAX,CRI_AMT_IMT_THRSHL,CRI_XID_CUSTODY_AC,CRI_IND_SAVINGS_AC,CRI_CDE_BRANCH
R:EIVB7O,RQEIVBT3,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4843       ","RTGS ",Y,2020-10-30 12:56:32,2020-10-30 13:01:28,INPRON01,MGRRON01,AUD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
M2EIVJHN,M-EIVJUL,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-4028        ","DDA  ",Y,2020-10-30 15:48:43,2020-10-30 15:56:03,INPAMT01,MGRAMT01,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
M2EIVJHN,M-EIVJUY,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-4029        ","IMT  ",Y,2020-10-30 15:49:31,2020-10-30 15:57:57,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
M2EIVJHN,M-EIVK32,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-4030       ","RTGS ",Y,2020-10-30 15:50:32,2020-10-30 15:58:20,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
WAEIVMLA,W!EIVMY8,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0305        ","DDA  ",Y,2020-10-30 17:11:20,2020-10-30 17:26:19,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
WAEIVMLA,W!EIVMYL,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-0306        ","IMT  ",Y,2020-10-30 17:12:23,2020-10-30 17:27:09,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
WAEIVMLA,W!EIVN6P,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-0307       ","RTGS ",Y,2020-10-30 17:13:47,2020-10-30 17:28:00,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
HFEJ8RUQ,-SEJ8TF5,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-4519       ","RTGS ",Y,2020-11-06 20:58:52,2020-11-06 21:11:14,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#MEJ96PA",Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1759        ","DDA  ",Y,2020-11-07 01:30:10,2020-11-07 01:42:25,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#MEJ96PN",Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1800        ","IMT  ",Y,2020-11-07 01:30:54,2020-11-07 01:43:11,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#MEJ96XR",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1801       ","RTGS ",Y,2020-11-07 01:31:50,2020-11-07 01:43:50,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#1EJ983R",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4948        ","DDA  ",Y,2020-11-07 01:57:30,2020-11-07 02:13:14,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#1EJ9844",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4949        ","IMT  ",Y,2020-11-07 01:58:15,2020-11-07 02:13:54,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#1EJ98C8",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4950       ","RTGS ",Y,2020-11-07 01:59:13,2020-11-07 02:14:34,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#1EJ98KK",Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-5010        ","DDA  ",Y,2020-11-07 02:02:44,2020-11-07 02:15:32,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#1EJ98KX",Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-5011        ","IMT  ",Y,2020-11-07 02:03:29,2020-11-07 02:16:13,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#1EJ98T1",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-5011       ","RTGS ",Y,2020-11-07 02:04:27,2020-11-07 02:16:53,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#?EJ99Z1",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3322        ","DDA  ",Y,2020-11-07 02:41:14,2020-11-07 03:01:43,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#?EJ99ZE",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3322        ","IMT  ",Y,2020-11-07 02:41:59,2020-11-07 03:02:16,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#?EJ9A7I",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3323       ","RTGS ",Y,2020-11-07 02:43:00,2020-11-07 03:02:52,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#?EJ9AFU",Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-3345        ","DDA  ",Y,2020-11-07 02:46:32,2020-11-07 03:03:40,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#?EJ9AG7",Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-3346        ","IMT  ",Y,2020-11-07 02:47:18,2020-11-07 03:04:15,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#?EJ9AOB",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-3347       ","RTGS ",Y,2020-11-07 02:48:17,2020-11-07 03:04:50,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#XEJ9C3U",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1821        ","DDA  ",Y,2020-11-07 03:26:12,2020-11-07 03:47:09,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#XEJ9C47",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1822        ","IMT  ",Y,2020-11-07 03:26:58,2020-11-07 03:47:47,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#XEJ9CCB",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1822       ","RTGS ",Y,2020-11-07 03:28:02,2020-11-07 03:48:23,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#XEJ9CKN",Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1842        ","DDA  ",Y,2020-11-07 03:31:39,2020-11-07 03:49:12,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#XEJ9CL0",Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1843        ","IMT  ",Y,2020-11-07 03:32:26,2020-11-07 03:49:47,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
HFEJ8RUQ,"#XEJ9CT4",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1844       ","RTGS ",Y,2020-11-07 03:33:28,2020-11-07 03:50:23,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
5$EH88NS,5NEH890M,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3005        ","DDA  ",Y,2020-09-28 16:45:40,2020-09-28 16:58:39,INPELY01,MGRELY01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRELY01,,,,,,CBA Domestic Account,,0,,N,
5$EH88NS,5NEH890Z,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3006        ","IMT  ",Y,2020-09-28 16:46:31,2020-09-28 16:59:17,INPELY01,MGRELY01,USD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
5$EH88NS,5NEH8993,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3007       ","RTGS ",Y,2020-09-28 16:47:37,2020-09-28 16:59:52,INPELY01,MGRELY01,AUD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
5VEH8D99,50EH8DM3,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5030        ","DDA  ",Y,2020-09-28 17:04:59,2020-09-28 17:15:49,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
.*EHE1SI,TAEHE25F,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3921        ","DDA  ",Y,2020-10-01 18:55:13,2020-10-01 19:08:42,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
.*EHE1SI,TAEHE25S,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3922        ","IMT  ",Y,2020-10-01 18:56:11,2020-10-01 19:09:19,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
.*EHE1SI,TAEHE2DW,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3923       ","RTGS ",Y,2020-10-01 18:57:26,2020-10-01 19:09:55,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
UWEHCNQ1,$4EHMQ1N,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-5440        ","IMT  ",Y,2020-10-06 11:10:02,2020-10-06 11:10:20,ARFELI01,ARFELI01,EUR,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
7(EHN2BK,7REHN2OS,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-2937        ","IMT  ",Y,2020-10-06 15:52:05,2020-10-06 16:07:53,INPELY01,MGRELY01,USD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
7(EHN2BK,7REHN2WW,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-2938       ","RTGS ",Y,2020-10-06 15:53:24,2020-10-06 16:08:38,INPELY01,MGRELY01,AUD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
UWEHCNU5,7QEHN4R4,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-0912        ","DDA  ",Y,2020-10-06 16:25:17,2020-10-06 16:25:31,ARFELI01,ARFELI01,EUR,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
UWEHCNU5,BNEHOJLM,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-1333        ","IMT  ",Y,2020-10-07 11:28:53,2020-10-07 11:38:38,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
:OEHOO1J,:JEHOOMW,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3233       ","RTGS ",Y,2020-10-07 12:49:53,2020-10-07 12:59:37,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
$$EHNARP,LOEHP0B4,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-5821        ","IMT  ",Y,2020-10-07 17:16:10,2020-10-07 17:37:09,CESSINP1,CESSMNG1,USD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
$$EHNARP,L+EHP9MK,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-0905        ","IMT  ",Y,2020-10-07 20:29:28,2020-10-07 20:47:05,CESSINP1,CESSMNG1,USD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
$$EHP6SW,A@EHQNJZ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-0307        ","IMT  ",Y,2020-10-08 15:20:30,2020-10-08 15:34:06,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
$$EHSFB1,FQEHSIRL,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-1614        ","DDA  ",Y,2020-10-09 15:30:35,2020-10-09 15:39:53,ARFELI01,ARFELM01,EUR,Y,Y,N,"1020188515                        ",,,,"                                  ",,,ARFELM01,,,,,,CBA Domestic Account,,0,,N,
$$EHSFB1,FQEHSJ02,Y,Y,Y,Y,Y,Y,Y,"RTGSEUR1-1615       ","RTGS ",Y,2020-10-09 15:32:15,2020-10-09 15:40:55,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
Y)EHYNO1,YEEHYO0V,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3112        ","DDA  ",Y,2020-10-12 22:47:32,2020-10-12 22:59:33,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
Y)EHYNO1,YEEHYO18,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3114        ","IMT  ",Y,2020-10-12 22:48:36,2020-10-12 23:00:01,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
Y)EHYNO1,YEEHYO9C,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3115       ","RTGS ",Y,2020-10-12 22:49:49,2020-10-12 23:00:29,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
Y@EFF0L8,;UEI0618,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-10-13 18:37:36,2020-10-13 18:59:25,SMANZANO,MANZANOM,USD,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,1000000,,N,
A-EI5D8F,AVEI5NC2,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1145        ","DDA  ",Y,2020-10-16 16:29:39,2020-10-16 16:29:53,KIDUENAS,KIDUENAS,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
A-EI5D8F,AVEI5NCF,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1146        ","IMT  ",Y,2020-10-16 16:30:30,2020-10-16 16:30:52,KIDUENAS,KIDUENAS,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
Z6EIA38Z,ZMEIA3HZ,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5450        ","DDA  ",Y,2020-10-19 02:08:33,2020-10-19 02:17:05,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
Z6EIA38Z,ZMEIA3IC,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5450        ","IMT  ",Y,2020-10-19 02:09:12,2020-10-19 02:17:35,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
Z6EIA38Z,ZMEIA3QG,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5451       ","RTGS ",Y,2020-10-19 02:10:03,2020-10-19 02:18:03,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
M;EIEID2,MREIEIPY,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0123        ","DDA  ",Y,2020-10-21 11:08:38,2020-10-21 11:08:52,MIGGY_IN,MIGGY_IN,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
MWEIEJAO,M1EIEJNK,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-2322        ","DDA  ",Y,2020-10-21 11:30:28,2020-10-21 11:41:43,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
MWEIEJAO,M1EIEJNX,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-2324        ","IMT  ",Y,2020-10-21 11:31:26,2020-10-21 11:42:12,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
MWEIEJAO,M1EIEJW1,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-2325       ","RTGS ",Y,2020-10-21 11:32:36,2020-10-21 11:42:43,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
M*EIEN7I,WAEIENKE,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0505        ","DDA  ",Y,2020-10-21 13:13:12,2020-10-21 13:53:05,INPAMT01,SUPAMT01,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
1-EJ2YO0,1#EJ2Z0V,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-5154        ","DDA  ",Y,2020-11-03 17:00:54,2020-11-03 17:15:29,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
1-EJ2YO0,1#EJ2Z18,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-5155        ","IMT  ",Y,2020-11-03 17:01:55,2020-11-03 17:16:17,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
1-EJ2YO0,1#EJ2Z9C,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-5156       ","RTGS ",Y,2020-11-03 17:03:14,2020-11-03 17:17:02,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
*4EHA4KI,*UEHA4XD,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4629        ","DDA  ",Y,2020-09-29 16:01:53,2020-09-29 16:14:02,INPELY01,MGRELY01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRELY01,,,,,,CBA Domestic Account,,0,,N,
*4EHA4KI,*UEHA55U,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4631       ","RTGS ",Y,2020-09-29 16:03:33,2020-09-29 16:14:54,INPELY01,MGRELY01,AUD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
*=EHA9UO,*DEHAA7J,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4028        ","DDA  ",Y,2020-09-29 17:55:15,2020-09-29 18:05:54,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
*=EHA9UO,*DEHAA7W,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4029        ","IMT  ",Y,2020-09-29 17:56:00,2020-09-29 18:06:22,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
*=EHA9UO,*DEHAAG0,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4030       ","RTGS ",Y,2020-09-29 17:57:03,2020-09-29 18:06:46,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
A*EHAMQD,"!AEHAN38",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3007        ","DDA  ",Y,2020-09-29 23:45:48,2020-09-29 23:57:35,INPELY01,MGRELY01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRELY01,,,,,,CBA Domestic Account,,0,,N,
A*EHAMQD,"!AEHAN3L",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3008        ","IMT  ",Y,2020-09-29 23:46:38,2020-09-29 23:58:07,INPELY01,MGRELY01,USD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
A*EHAMQD,"!AEHANBP",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3009       ","RTGS ",Y,2020-09-29 23:47:41,2020-09-29 23:58:39,INPELY01,MGRELY01,AUD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
4$EHBYTS,4?EHBZF5,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4202       ","RTGS ",Y,2020-09-30 15:58:58,2020-09-30 16:11:02,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
.QEHDXKP,.LEHDXXZ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1734        ","IMT  ",Y,2020-10-01 18:33:44,2020-10-01 18:47:55,INPELY01,MGRELY01,USD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
.QEHDXKP,.LEHDY63,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1735       ","RTGS ",Y,2020-10-01 18:34:45,2020-10-01 18:48:30,INPELY01,MGRELY01,AUD,Y,Y,N,,,,,"                                  ",,,MGRELY01,,,,,,,,0,,N,
A$DPARLG,?EEHN6A0,Y,Y,Y,Y,Y,Y,Y,"IMT4                ","IMT  ",Y,2020-10-06 14:33:13,2020-10-08 10:56:31,LIQUSR05,LIQSVR05,GBP,Y,Y,N,,,,,"                                  ",,,LIQSVR05,,,,,,,,0,,N,
;(EHLBAR,7;EHMZ32,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-2243        ","DDA  ",Y,2020-10-06 15:36:28,2020-10-06 15:36:37,ARFELI01,ARFELI01,EUR,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
HFEJ6T46,7CEJ6XSM,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3009        ","DDA  ",Y,2020-11-05 20:49:40,2020-11-05 21:01:00,INPAMT01,MGRRON01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRRON01,,,,,,CBA Domestic Account,,0,,N,
HFEJ6T46,7CEJ6XUH,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3010        ","IMT  ",Y,2020-11-05 20:50:30,2020-11-05 21:01:41,INPAMT01,MGRRON01,USD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
HFEJ6T46,7CEJ6Y2P,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3011       ","RTGS ",Y,2020-11-05 20:51:36,2020-11-05 21:02:18,INPAMT01,MGRRON01,AUD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
HFEJ773H,7VEJ77MM,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1158        ","DDA  ",Y,2020-11-06 00:18:16,2020-11-06 00:33:44,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ773H,7VEJ77MZ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1159        ","IMT  ",Y,2020-11-06 00:19:01,2020-11-06 00:34:25,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ773H,7VEJ77V3,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1200       ","RTGS ",Y,2020-11-06 00:20:00,2020-11-06 00:35:07,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ773H,7VEJ783F,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1219        ","DDA  ",Y,2020-11-06 00:23:29,2020-11-06 00:36:03,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ773H,7VEJ783S,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1220        ","IMT  ",Y,2020-11-06 00:24:22,2020-11-06 00:36:43,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ773H,7VEJ78BW,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1221       ","RTGS ",Y,2020-11-06 00:25:20,2020-11-06 00:37:28,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ6RWQ,N.EJ823J,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5740        ","DDA  ",Y,2020-11-06 10:09:33,2020-11-06 10:18:56,INPRON01,MGRRON01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRRON01,,,,,,CBA Domestic Account,,0,,N,
HFEJ6RWQ,N.EJ823W,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5742        ","IMT  ",Y,2020-11-06 10:10:23,2020-11-06 10:19:21,INPRON01,MGRRON01,USD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
